,epoch,training_cross_ent_loss,training_top_inf_acc,training_top_true_acc,training_top_1_acc,val_cross_ent_loss,val_top_inf_acc,val_top_true_acc,val_top_1_acc
68,68,1.4686626195907593,0.22226543724536896,0.591796875,0.5889328122138977,,,,
69,69,1.5248838663101196,0.22298158705234528,0.58203125,0.5787401795387268,,,,
70,70,1.4762428998947144,0.2174476981163025,0.595703125,0.5960784554481506,,,,
71,71,1.5051604509353638,0.21165348589420319,0.6117187738418579,0.6117647290229797,,,,
72,72,1.6420860290527344,0.24290333688259125,0.647656261920929,0.644268810749054,,,,
73,73,1.6932812929153442,0.24773289263248444,0.6939561367034912,0.6916996240615845,,,,
74,74,1.5306217670440674,0.2218964695930481,0.6119791865348816,0.6086956858634949,,,,
75,75,1.5623806715011597,0.21940088272094727,0.59716796875,0.5896414518356323,,,,
76,76,1.557070016860962,0.22100481390953064,0.5874565839767456,0.5816733241081238,,,,
77,77,1.5466609001159668,0.2255857288837433,0.607421875,0.6062992215156555,,,,
78,78,1.5876225233078003,0.23619775474071503,0.6156250238418579,0.6104417443275452,,,,
79,79,1.5479727983474731,0.21484944224357605,0.5837673544883728,0.5810276865959167,,,,
80,80,1.5583099126815796,0.2278643399477005,0.6474609375,0.644268810749054,,,,
81,81,1.5396249294281006,0.2262367159128189,0.638671875,0.636363685131073,,,,
82,82,1.461890697479248,0.2180987447500229,0.6328125,0.6313725709915161,,,,
83,83,1.5369757413864136,0.23177054524421692,0.64453125,0.6431372761726379,,,,
84,84,1.5473356246948242,0.22688782215118408,0.63671875,0.63671875,,,,
85,85,1.5654537677764893,0.2418321967124939,0.62109375,0.6166008114814758,,,,
86,86,1.5416935682296753,0.2288409024477005,0.619140625,0.6196078658103943,,,,
87,87,1.599049687385559,0.23014305531978607,0.578125,0.5720000267028809,,,,
88,88,1.5107126235961914,0.22304674983024597,0.569531261920929,0.5652174353599548,,,,
89,89,1.662204384803772,0.2397843301296234,0.6217448115348816,0.6190476417541504,,,,
90,90,1.5401424169540405,0.22324201464653015,0.5703125,0.5652174353599548,,,,
91,91,1.5302356481552124,0.23085924983024597,0.6171875,0.6141732335090637,,,,
92,92,1.523016095161438,0.21430109441280365,0.5787760019302368,0.5737051963806152,,,,
93,93,1.586485505104065,0.22578103840351105,0.609375,0.60317462682724,,,,
94,94,1.590827226638794,0.22805969417095184,0.62890625,0.625984251499176,,,,
95,95,1.507123351097107,0.2150803506374359,0.5855034589767456,0.5826771855354309,,,,
96,96,1.5173025131225586,0.22630193829536438,0.61328125,0.6102362275123596,,,,
97,97,1.6214759349822998,0.24759089946746826,0.65234375,0.6507936716079712,,,,
98,98,1.5098693370819092,0.22792953252792358,0.5924479365348816,0.5921568870544434,,,,
99,99,1.5908135175704956,0.24224157631397247,0.5963541269302368,0.5928853750228882,,,,
100,100,1.546571969985962,0.2452254593372345,0.6165364384651184,0.6166008114814758,,,,
101,101,1.4733879566192627,0.2220049649477005,0.59765625,0.5984252095222473,,,,
102,102,1.5014214515686035,0.2386065423488617,0.595703125,0.5960784554481506,,,,
103,103,1.5465174913406372,0.2389320284128189,0.626953125,0.6274510025978088,,,,
104,104,1.5152661800384521,0.22786438465118408,0.62109375,0.6166008114814758,,,,
105,105,1.4966827630996704,0.23040339350700378,0.634765625,0.6324111223220825,,,,
106,106,1.4893090724945068,0.20820298790931702,0.5458984375,0.5433070659637451,,,,
107,107,1.5111074447631836,0.22695292532444,0.6171875,0.6141732335090637,,,,
108,108,1.4994165897369385,0.2268877774477005,0.62890625,0.6245059370994568,,,,
109,109,1.6255874633789062,0.23352842032909393,0.6658854484558105,0.6600000262260437,,,,
110,110,1.5357677936553955,0.22005194425582886,0.6015625,0.5984252095222473,,,,
111,111,1.6083730459213257,0.22397980093955994,0.6341145634651184,0.628000020980835,,,,
112,112,1.483420968055725,0.20431840419769287,0.55078125,0.5454545617103577,,,,
113,113,1.689468264579773,0.24959135055541992,0.6510416865348816,0.6468254327774048,,,,
114,114,1.5974030494689941,0.23782525956630707,0.611328125,0.6071428656578064,,,,
115,115,1.4329112768173218,0.21582016348838806,0.580078125,0.5803921818733215,,,,
116,116,1.524656891822815,0.22981753945350647,0.623046875,0.6175298690795898,,,,
117,117,1.440695881843567,0.21191386878490448,0.611328125,0.6086956858634949,,,,
118,118,1.4567322731018066,0.22330708801746368,0.62890625,0.626984179019928,,,,
119,119,1.5406650304794312,0.22506484389305115,0.65185546875,0.6454183459281921,,,,
120,120,1.5741466283798218,0.2317114621400833,0.6276041269302368,0.6245059370994568,,,,
121,121,1.4845701456069946,0.21375852823257446,0.5691964626312256,0.5617530345916748,,,,
122,122,1.415747046470642,0.20149725675582886,0.5234375,0.5215686559677124,,,,
123,123,1.5754203796386719,0.2357419729232788,0.59765625,0.5944882035255432,,,,
124,124,1.5905574560165405,0.24492160975933075,0.6781250238418579,0.6771653294563293,,,,
125,125,1.5453721284866333,0.22656218707561493,0.6328125,0.6313725709915161,1.3647279739379883,0.1894530951976776,0.53515625,0.5314960479736328
126,126,1.4779831171035767,0.22211354970932007,0.6328125,0.6313725709915161,,,,
127,127,1.5019629001617432,0.2314451038837433,0.626953125,0.625984251499176,,,,
128,128,1.537297010421753,0.22259089350700378,0.61328125,0.6055777072906494,,,,
129,129,1.5940865278244019,0.25813788175582886,0.6640625,0.6614173054695129,,,,
130,130,1.5193519592285156,0.2158852517604828,0.5743117332458496,0.5714285969734192,,,,
131,131,1.469435214996338,0.22460919618606567,0.6015625,0.6000000238418579,,,,
132,132,1.5959254503250122,0.25394949316978455,0.6541666984558105,0.6535432934761047,,,,
133,133,1.4917235374450684,0.21120363473892212,0.60546875,0.6023622155189514,,,,
134,134,1.4371352195739746,0.20214827358722687,0.5625,0.5607843399047852,,,,
135,135,1.4086496829986572,0.19752591848373413,0.5533854365348816,0.5511810779571533,,,,
136,136,1.5079708099365234,0.21998675167560577,0.6326823234558105,0.629482090473175,,,,
137,137,1.3869915008544922,0.20996074378490448,0.59375,0.5921568870544434,,,,
138,138,1.6692423820495605,0.2503252625465393,0.69140625,0.6852589845657349,,,,
139,139,1.4379280805587769,0.21582011878490448,0.60546875,0.6039215922355652,,,,
140,140,1.4494287967681885,0.2154945731163025,0.609375,0.609375,,,,
141,141,1.450673222541809,0.2041664719581604,0.587109386920929,0.5849802494049072,,,,
142,142,1.5735629796981812,0.23639297485351562,0.6748046875,0.6719368100166321,,,,
143,143,1.6196985244750977,0.2552732229232788,0.69140625,0.687747061252594,,,,
144,144,1.5723069906234741,0.2307940274477005,0.650390625,0.6496062874794006,,,,
145,145,1.5272308588027954,0.2171221673488617,0.609375,0.6062992215156555,,,,
146,146,1.5855082273483276,0.222883939743042,0.6197916865348816,0.6181102395057678,,,,
147,147,1.53093421459198,0.2425128072500229,0.65234375,0.65234375,,,,
148,148,1.622679352760315,0.2473304718732834,0.6549478769302368,0.6480000019073486,,,,
149,149,1.6010209321975708,0.2396482229232788,0.658203125,0.6547619700431824,,,,
150,150,1.584263563156128,0.20735666155815125,0.6065537929534912,0.6015936136245728,,,,
151,151,1.5274991989135742,0.2327471375465393,0.63671875,0.6338582634925842,,,,
152,152,1.6128299236297607,0.23847633600234985,0.65625,0.6507936716079712,,,,
153,153,1.560556411743164,0.22239559888839722,0.592968761920929,0.5889328122138977,,,,
154,154,1.5248569250106812,0.21555978059768677,0.57421875,0.5674603581428528,,,,
155,155,1.5097483396530151,0.2298174798488617,0.634765625,0.6338582634925842,,,,
156,156,1.4962328672409058,0.22558578848838806,0.61328125,0.6071428656578064,,,,
157,157,1.5126914978027344,0.21500630676746368,0.6064453125,0.6047431230545044,,,,
158,158,1.547276496887207,0.23899710178375244,0.6370442509651184,0.6349206566810608,,,,
159,159,1.4680607318878174,0.22037747502326965,0.59375,0.5921568870544434,,,,
160,160,1.5763767957687378,0.2256508618593216,0.62548828125,0.6245059370994568,,,,
161,161,1.476358413696289,0.22656235098838806,0.58203125,0.58203125,,,,
162,162,1.491554617881775,0.23372378945350647,0.61328125,0.6102362275123596,,,,
163,163,1.5530682802200317,0.23144516348838806,0.6019531488418579,0.6023622155189514,,,,
164,164,1.5312836170196533,0.22226551175117493,0.5729166269302368,0.5674603581428528,,,,
165,165,1.5322086811065674,0.22363267838954926,0.5628255605697632,0.5577689409255981,,,,
166,166,1.5872642993927002,0.24010391533374786,0.6471354365348816,0.6428571939468384,,,,
167,167,1.579590916633606,0.23684872686862946,0.6640625,0.6614173054695129,,,,
168,168,1.4136368036270142,0.20865869522094727,0.5546875,0.5511810779571533,,,,
169,169,1.5277503728866577,0.2379555106163025,0.625,0.625984251499176,,,,
170,170,1.5720429420471191,0.2364581674337387,0.6234375238418579,0.6220472455024719,,,,
171,171,1.4857176542282104,0.208723783493042,0.573437511920929,0.5708661675453186,,,,
172,172,1.541290044784546,0.22852133214473724,0.5933159589767456,0.5879999995231628,,,,
173,173,1.500325083732605,0.21087810397148132,0.5659722089767456,0.5629920959472656,,,,
174,174,1.5278042554855347,0.2184242606163025,0.5856119394302368,0.5840000510215759,,,,
175,175,1.53341805934906,0.22421857714653015,0.62109375,0.6190476417541504,,,,
176,176,1.562842845916748,0.2425127774477005,0.669921875,0.6705882549285889,,,,
177,177,1.439246654510498,0.20930972695350647,0.576171875,0.5764706134796143,,,,
178,178,1.5075416564941406,0.2101975530385971,0.5659722089767456,0.5612648725509644,,,,
179,179,1.5178775787353516,0.21191392838954926,0.55078125,0.5454545617103577,,,,
180,180,1.5399972200393677,0.24140600860118866,0.62109375,0.6181102395057678,,,,
181,181,1.3877034187316895,0.20416651666164398,0.546093761920929,0.5433070659637451,,,,
182,182,1.529429316520691,0.2337888926267624,0.6015625,0.6000000238418579,,,,
183,183,1.6205480098724365,0.2413172423839569,0.6558159589767456,0.6535432934761047,,,,
184,184,1.447855830192566,0.2187497913837433,0.56640625,0.5647059082984924,,,,
185,185,1.5272300243377686,0.22650311887264252,0.5863714814186096,0.5849802494049072,,,,
186,186,1.4551255702972412,0.21881498396396637,0.5733072757720947,0.5731225609779358,,,,
187,187,1.5561347007751465,0.24654921889305115,0.6240234375,0.6190476417541504,,,,
188,188,1.604756474494934,0.242415189743042,0.61669921875,0.612000048160553,,,,
189,189,1.4248324632644653,0.20605455338954926,0.54296875,0.54296875,,,,
190,190,1.6378403902053833,0.24895809590816498,0.639843761920929,0.6377952694892883,,,,
191,191,1.5209259986877441,0.21643367409706116,0.5753037929534912,0.5680000185966492,,,,
192,192,1.5953688621520996,0.21858999133110046,0.6079643964767456,0.6000000238418579,,,,
193,193,1.5509579181671143,0.22148418426513672,0.632031261920929,0.626984179019928,,,,
194,194,1.4770338535308838,0.21712222695350647,0.6171875,0.6141732335090637,,,,
195,195,1.439974308013916,0.2122393399477005,0.6171875,0.6171875,,,,
196,196,1.5391665697097778,0.2356768399477005,0.65625,0.6535432934761047,,,,
197,197,1.571596384048462,0.24301186203956604,0.69140625,0.6889763474464417,,,,
198,198,1.4665509462356567,0.22526025772094727,0.626953125,0.625984251499176,,,,
199,199,1.4479707479476929,0.20654280483722687,0.6015625,0.6000000238418579,,,,
200,200,1.5378917455673218,0.22519509494304657,0.6171875,0.6095618009567261,,,,
201,201,1.5708398818969727,0.2507159113883972,0.6861978769302368,0.682539701461792,,,,
202,202,1.4387190341949463,0.2220049649477005,0.65234375,0.6496062874794006,,,,
203,203,1.6086933612823486,0.22820070385932922,0.6630859375,0.656000018119812,,,,
204,204,1.3859988451004028,0.20323337614536285,0.5859375,0.5810276865959167,,,,
205,205,1.5429961681365967,0.2373044639825821,0.64453125,0.6417322754859924,,,,
206,206,1.4184447526931763,0.20514307916164398,0.5824218988418579,0.5833333730697632,,,,
207,207,1.5331265926361084,0.2302081286907196,0.607421875,0.6071428656578064,,,,
208,208,1.5594208240509033,0.22213520109653473,0.6393228769302368,0.6349206566810608,,,,
209,209,1.5108798742294312,0.21774956583976746,0.5588107109069824,0.5555555820465088,,,,
210,210,1.5503774881362915,0.23177650570869446,0.5835503339767456,0.5793651342391968,,,,
211,211,1.4920244216918945,0.2291664183139801,0.611328125,0.6071428656578064,,,,
212,212,1.5504640340805054,0.21961785852909088,0.634765625,0.6309524178504944,,,,
213,213,1.5389249324798584,0.22647947072982788,0.5759114027023315,0.5753968358039856,,,,
214,214,1.5436874628067017,0.23339824378490448,0.62890625,0.625984251499176,,,,
215,215,1.4261177778244019,0.2328123152256012,0.57421875,0.572549045085907,,,,
216,216,1.4302232265472412,0.2049477994441986,0.529296875,0.5200000405311584,1.2956552505493164,0.1780598908662796,0.4921875,0.4921875
217,217,1.4734880924224854,0.2132810652256012,0.5645461082458496,0.5577689409255981,,,,
218,218,1.489335060119629,0.23242175579071045,0.576171875,0.5764706134796143,,,,
219,219,1.4653836488723755,0.21458317339420319,0.5703125,0.5669291019439697,,,,
220,220,1.5439982414245605,0.22520102560520172,0.61328125,0.6102362275123596,,,,
221,221,1.5184611082077026,0.22509749233722687,0.6015625,0.5960000157356262,,,,
222,222,1.5849546194076538,0.23990869522094727,0.62109375,0.6196078658103943,,,,
223,223,1.4625591039657593,0.22363266348838806,0.5625,0.5625,,,,
224,224,1.4164639711380005,0.20579421520233154,0.5358073115348816,0.5335968732833862,,,,
225,225,1.509229302406311,0.2157609909772873,0.578125,0.5748031735420227,,,,
226,226,1.4684993028640747,0.21842430531978607,0.5963541865348816,0.5960784554481506,,,,
227,227,1.5127118825912476,0.21961785852909088,0.5997720956802368,0.593625545501709,,,,
228,228,1.500038981437683,0.2141924798488617,0.61328125,0.6117647290229797,,,,
229,229,1.5237871408462524,0.2297089546918869,0.6492745876312256,0.6482213735580444,,,,
230,230,1.473142385482788,0.23909489810466766,0.599609375,0.5984252095222473,,,,
231,231,1.4440301656723022,0.21132804453372955,0.537109375,0.5335968732833862,,,,
232,232,1.5337449312210083,0.2273760735988617,0.583984375,0.5826771855354309,,,,
233,233,1.4451972246170044,0.2320961356163025,0.59375,0.5921568870544434,,,,
234,234,1.4793168306350708,0.2142575979232788,0.59765625,0.591269850730896,,,,
235,235,1.5717319250106812,0.23769502341747284,0.65625,0.6521739363670349,,,,
236,236,1.4871883392333984,0.20888951420783997,0.5724825859069824,0.5674603581428528,,,,
237,237,1.5446867942810059,0.2311195433139801,0.61328125,0.6117647290229797,,,,
238,238,1.5138428211212158,0.24229583144187927,0.61328125,0.6086956858634949,,,,
239,239,1.4416890144348145,0.21289044618606567,0.56640625,0.5647059082984924,,,,
240,240,1.5211299657821655,0.2363278865814209,0.638671875,0.6403162479400635,,,,
241,241,1.4593110084533691,0.2249997854232788,0.630859375,0.6299212574958801,,,,
242,242,1.4571439027786255,0.23229141533374786,0.63671875,0.6324111223220825,,,,
243,243,1.548610806465149,0.23111961781978607,0.62109375,0.615079402923584,,,,
244,244,1.5969464778900146,0.22085486352443695,0.5731724500656128,0.5691699981689453,,,,
245,245,1.462630271911621,0.22493472695350647,0.59375,0.59375,,,,
246,246,1.4587116241455078,0.23075073957443237,0.5592447519302368,0.5590550899505615,,,,
247,247,1.5807808637619019,0.2356334626674652,0.5865885019302368,0.5800000429153442,,,,
248,248,1.562743067741394,0.2486976981163025,0.6539713144302368,0.6520000100135803,,,,
249,249,1.3839560747146606,0.20377588272094727,0.5319010615348816,0.5277777910232544,,,,
250,250,1.5550686120986938,0.2285805195569992,0.61962890625,0.6166008114814758,,,,
251,251,1.478395938873291,0.21940086781978607,0.59375,0.5905511975288391,,,,
252,252,1.4173070192337036,0.20019514858722687,0.5615234375,0.5577689409255981,,,,
253,253,1.4772337675094604,0.22499987483024597,0.5921875238418579,0.5905511975288391,,,,
254,254,1.4383070468902588,0.2210284173488617,0.6123046875,0.6102362275123596,,,,
255,255,1.5136576890945435,0.21477849781513214,0.587890625,0.5849802494049072,,,,
256,256,1.5083199739456177,0.21546205878257751,0.58544921875,0.5810276865959167,,,,
257,257,1.5444878339767456,0.22535791993141174,0.5625,0.5595238208770752,,,,
258,258,1.466776728630066,0.22260186076164246,0.5716145634651184,0.5714285969734192,,,,
259,259,1.4939043521881104,0.22360895574092865,0.5842013955116272,0.5793651342391968,,,,
260,260,1.4761666059494019,0.21614564955234528,0.59765625,0.5944882035255432,,,,
261,261,1.4965938329696655,0.2039061188697815,0.5791015625,0.5737051963806152,,,,
262,262,1.5235296487808228,0.22513000667095184,0.630859375,0.6284584999084473,,,,
263,263,1.580581784248352,0.2441403567790985,0.6861978769302368,0.6837944984436035,,,,
264,264,1.5467329025268555,0.23528625071048737,0.6041666865348816,0.6007905602455139,,,,
265,265,1.545102596282959,0.2427249401807785,0.5933159589767456,0.5944882035255432,,,,
266,266,1.4303275346755981,0.22005192935466766,0.576171875,0.5764706134796143,,,,
267,267,1.5729103088378906,0.23658829927444458,0.6236978769302368,0.6205533742904663,,,,
268,268,1.5095504522323608,0.2193199098110199,0.61328125,0.6095618009567261,,,,
269,269,1.5765413045883179,0.2244464010000229,0.6337890625,0.6309524178504944,,,,
270,270,1.5330899953842163,0.2285153567790985,0.642578125,0.638888955116272,,,,
271,271,1.5270369052886963,0.2324216216802597,0.646484375,0.6456692814826965,,,,
272,272,1.4686692953109741,0.2265622466802597,0.630859375,0.6284584999084473,,,,
273,273,1.6047171354293823,0.23479798436164856,0.621289074420929,0.6200000047683716,,,,
274,274,1.5345381498336792,0.239322692155838,0.6064453125,0.6047431230545044,,,,
275,275,1.4574463367462158,0.21582020819187164,0.5494791269302368,0.5472440719604492,,,,
276,276,1.5762957334518433,0.24042944610118866,0.6328125,0.6284584999084473,,,,
277,277,1.5503233671188354,0.2422523945569992,0.6630859375,0.6640316247940063,,,,
278,278,1.5975464582443237,0.2425127625465393,0.6796875,0.6772908568382263,,,,
279,279,1.3811652660369873,0.21126283705234528,0.6015625,0.6000000238418579,,,,
280,280,1.5349688529968262,0.21809877455234528,0.6015625,0.6000000238418579,,,,
281,281,1.4894664287567139,0.22005191445350647,0.5811197757720947,0.5776892900466919,,,,
282,282,1.575512409210205,0.2322973906993866,0.613172709941864,0.6126482486724854,,,,
283,283,1.5406969785690308,0.22486957907676697,0.6236978769302368,0.6205533742904663,,,,
284,284,1.529250979423523,0.24288173019886017,0.6218377351760864,0.6190476417541504,,,,
285,285,1.5472819805145264,0.23401965200901031,0.642578125,0.6403162479400635,,,,
286,286,1.4058605432510376,0.20388440787792206,0.5546875,0.5494071245193481,,,,
287,287,1.4310721158981323,0.21289044618606567,0.591796875,0.5921568870544434,,,,
288,288,1.5596652030944824,0.2254229038953781,0.6265190839767456,0.6230158805847168,,,,
289,289,1.5087473392486572,0.21289046108722687,0.587890625,0.5849802494049072,,,,
290,290,1.5903509855270386,0.21234001219272614,0.57568359375,0.5731225609779358,,,,
291,291,1.4649608135223389,0.2175779640674591,0.5960937738418579,0.5960784554481506,,,,
292,292,1.4378869533538818,0.20472881197929382,0.5411784052848816,0.5360000133514404,,,,
293,293,1.4863531589508057,0.2259112000465393,0.6171875,0.615686297416687,,,,
294,294,1.5426403284072876,0.2160589098930359,0.5875650644302368,0.5833333730697632,,,,
295,295,1.4208710193634033,0.21549461781978607,0.57421875,0.572549045085907,,,,
296,296,1.5708433389663696,0.2291664183139801,0.61328125,0.6080000400543213,,,,
297,297,1.485472559928894,0.23177064955234528,0.606640636920929,0.60317462682724,,,,
298,298,1.5973469018936157,0.23106040060520172,0.6206597089767456,0.6160000562667847,,,,
299,299,1.5838537216186523,0.22684445977210999,0.5989583730697632,0.593625545501709,,,,
300,300,1.534332036972046,0.227517232298851,0.6132811903953552,0.6160000562667847,,,,
301,301,1.5051432847976685,0.22007358074188232,0.6036783456802368,0.60317462682724,,,,
302,302,1.4790740013122559,0.20345036685466766,0.546875,0.545098066329956,,,,
303,303,1.5100436210632324,0.22473935782909393,0.6184895634651184,0.6181102395057678,,,,
304,304,1.4298568964004517,0.2136065512895584,0.609375,0.6086956858634949,,,,
305,305,1.5222222805023193,0.22444643080234528,0.625,0.625,,,,
306,306,1.6722334623336792,0.23783715069293976,0.6471353769302368,0.6428571939468384,,,,
307,307,1.466387391090393,0.20794253051280975,0.578125,0.5697211027145386,,,,
308,308,1.6163311004638672,0.23522116243839264,0.6375325918197632,0.6334661245346069,,,,
309,309,1.5355697870254517,0.2229815423488617,0.625,0.6220472455024719,,,,
310,310,1.5076662302017212,0.2358396202325821,0.640625,0.6417322754859924,,,,
311,311,1.4371472597122192,0.22167950868606567,0.61328125,0.6117647290229797,,,,
312,312,1.525299310684204,0.2210935652256012,0.6181640625,0.615079402923584,,,,
313,313,1.516903281211853,0.21465910971164703,0.5953124761581421,0.5879999995231628,,,,
314,314,1.4824072122573853,0.22526022791862488,0.60546875,0.60546875,,,,
315,315,1.487151861190796,0.2343747764825821,0.595703125,0.5928853750228882,,,,
316,316,1.5116955041885376,0.21432280540466309,0.592578113079071,0.5896414518356323,,,,
317,317,1.4206494092941284,0.21777325868606567,0.603515625,0.6023622155189514,,,,
318,318,1.4015133380889893,0.209049254655838,0.5651041865348816,0.5647059082984924,,,,
319,319,1.5448716878890991,0.2212672084569931,0.6104167103767395,0.6055777072906494,,,,
320,320,1.5217554569244385,0.22402319312095642,0.6158854365348816,0.6111111640930176,,,,
321,321,1.4539363384246826,0.21640607714653015,0.59765625,0.5944882035255432,,,,
322,322,1.5671477317810059,0.24106281995773315,0.5944010019302368,0.5944882035255432,,,,
323,323,1.4492295980453491,0.2260739952325821,0.578125,0.5787401795387268,,,,
324,324,1.528821587562561,0.22801631689071655,0.59375,0.593625545501709,,,,
325,325,1.582732915878296,0.22751712799072266,0.6272786855697632,0.6194332242012024,,,,
326,326,1.5471632480621338,0.2421872466802597,0.65625,0.6549019813537598,,,,
327,327,1.4810588359832764,0.22314439713954926,0.5654296875,0.5612648725509644,,,,
328,328,1.54347825050354,0.22608482837677002,0.5799479484558105,0.5770751237869263,,,,
